UBERON ID,UBERON Label,FMA ID,FMA Label,
UBERON:0002530,gland,FMA:86294,Gland,
UBERON:0002532,epiblast (generic),FMA:296704,Epiblast,
UBERON:0002539,pharyngeal arch,FMA:293015,Pharyngeal arch,
UBERON:0002544,digit,FMA:85518,Digit,
UBERON:0002546,cranial placode,FMA:293966,Ectodermal placode,
UBERON:0002549,ventral trigeminal tract,FMA:72506,Ventral trigeminal tract,
UBERON:0002550,anterior hypothalamic region,FMA:62027,Anterior hypothalamic region,
UBERON:0002551,interstitial nucleus of Cajal,FMA:72432,Interstitial nucleus of medial longitudinal fasciculus,
UBERON:0002552,vestibulocerebellar tract,FMA:72508,Vestibulocerebellar tract,
UBERON:0002553,anatomical cavity,FMA:67552,Anatomical cavity,
UBERON:0002555,intermediate hypothalamic region,FMA:62028,Intermediate hypothalamic region,
UBERON:0002556,corticotectal tract,FMA:72419,Corticotectal tract,
UBERON:0002557,linear nucleus,FMA:72436,Linear nucleus,
UBERON:0002558,organ cavity,FMA:12237,Organ cavity,
UBERON:0002559,medullary reticular formation,FMA:72241,Medullary reticular formation,
UBERON:0002560,temporal operculum,FMA:74891,Temporal operculum,
UBERON:0002561,lumen of central nervous system,FMA:75007,Cavity of neuraxis,
UBERON:0002562,superior frontal sulcus,FMA:83755,Superior frontal sulcus,
UBERON:0002563,central nucleus of inferior colliculus,FMA:72413,Central nucleus of inferior colliculus,
UBERON:0002564,lateral orbital gyrus,FMA:62418,Lateral orbital gyrus,
UBERON:0002565,olivary pretectal nucleus,FMA:72405,Olivary pretectal nucleus,
UBERON:0002566,superior precentral sulcus,FMA:83763,Superior precentral sulcus,
UBERON:0002567,basal part of pons,FMA:72244,Basal part of pons,
UBERON:0002568,amiculum of dentate nucleus,FMA:72546,Amiculum of dentate nucleus,
UBERON:0002569,transverse temporal sulcus,FMA:83782,Transverse temporal sulcus,
UBERON:0002570,medial orbital gyrus,FMA:62419,Medial orbital gyrus,
UBERON:0002571,external nucleus of inferior colliculus,FMA:72412,External nucleus of inferior colliculus,
UBERON:0002572,principal pretectal nucleus,FMA:72402,Principal pretectal nucleus,
UBERON:0002573,pontine reticular formation,FMA:68876,Pontine reticular formation,
UBERON:0002575,posterior orbital gyrus,FMA:80184,Posterior orbital gyrus,
UBERON:0002576,temporal pole,FMA:74890,Temporal pole,
UBERON:0002577,pericentral nucleus of inferior colliculus,FMA:72411,Pericentral nucleus of inferior colliculus,
UBERON:0002578,sublentiform nucleus,FMA:72404,Sublentiform nucleus,
UBERON:0002580,brachium of superior colliculus,FMA:72417,Brachium of superior colliculus,
UBERON:0002581,postcentral gyrus,FMA:61896,Postcentral gyrus,
UBERON:0002582,anterior calcarine sulcus,FMA:83750,Anterior calcarine sulcus,
UBERON:0002583,commissure of superior colliculus,FMA:72418,Commissure of superior colliculus,
UBERON:0002585,central tegmental tract of midbrain,FMA:72456,Central tegmental tract of midbrain,
UBERON:0002586,calcarine sulcus,FMA:83749,Calcarine sulcus,
UBERON:0002587,nucleus subceruleus,FMA:72479,Nucleus subceruleus,
UBERON:0002588,decussation of superior cerebellar peduncle,FMA:72455,Decussation of superior cerebellar peduncle,
UBERON:0002589,lateral corticospinal tract,FMA:72635,Lateral corticospinal tract,
UBERON:0002590,prepyriform area,FMA:62484,Prepyriform area,
UBERON:0002591,oral part of spinal trigeminal nucleus,FMA:235322,Oral part of spinal trigeminal nucleus,
UBERON:0002592,juxtarestiform body,FMA:72613,Juxtarestiform body,
UBERON:0002593,orbital operculum,FMA:74887,Orbital operculum,
UBERON:0002594,dentatothalamic tract,FMA:72462,Dentatothalamic tract,
UBERON:0002595,orbital sulcus,FMA:83770,Orbital sulcus,
UBERON:0002596,ventral posterior nucleus of thalamus,FMA:62187,Ventral posterior nucleus,
UBERON:0002597,principal sensory nucleus of trigeminal nerve,FMA:54533,Principal sensory nucleus of trigeminal nerve,
UBERON:0002598,paracentral sulcus,FMA:83762,Paracentral sulcus,
UBERON:0002599,medial olfactory gyrus,FMA:74509,Medial olfactory gyrus,
UBERON:0002600,limbic lobe,FMA:72719,Limbic lobe,
UBERON:0002601,fasciolar gyrus,FMA:61921,Fasciolar gyrus,
UBERON:0002602,emboliform nucleus,FMA:72538,Emboliform nucleus,
UBERON:0002603,paraterminal gyrus,FMA:61919,Paraterminal gyrus,
UBERON:0002604,ventral nucleus of lateral lemniscus,FMA:72484,Ventral nucleus of lateral lemniscus,
UBERON:0002605,precentral operculum,FMA:74888,Precentral operculum,
UBERON:0002606,neuropil,FMA:261269,Neuropil,
UBERON:0002607,superior rostral sulcus,FMA:83766,Superior rostral sulcus,
UBERON:0002608,caudal part of ventral lateral nucleus,FMA:62194,Caudal part of ventral lateral nucleus,
UBERON:0002609,spinothalamic tract of midbrain,FMA:72463,Spinothalamic tract of midbrain,
UBERON:0002610,cochlear nuclear complex,FMA:72240,Cochlear nuclear complex,
UBERON:0002612,transverse orbital sulcus,FMA:83771,Transverse orbital sulcus,
UBERON:0002613,cerebellum globose nucleus,FMA:72536,Globose nucleus,
UBERON:0002614,medial part of ventral lateral nucleus,FMA:62195,Medial part of ventral lateral nucleus,
UBERON:0002615,ventral tegmental decussation,FMA:72452,Ventral tegmental decussation,
UBERON:0002616,regional part of brain,FMA:55676,Segment of brain,
UBERON:0002617,pars postrema of ventral lateral nucleus,FMA:62196,Pars postrema of ventral lateral nucleus,
UBERON:0002618,root of trochlear nerve,FMA:71116,Trochlear nerve tract,
UBERON:0002620,tuber cinereum,FMA:62327,Tuber cinereum,
UBERON:0002622,preoptic periventricular nucleus,FMA:62324,Preoptic periventricular nucleus,
UBERON:0002623,cerebral peduncle,FMA:62394,Cerebral peduncle,
UBERON:0002624,orbital part of inferior frontal gyrus,FMA:61982,Orbital part of inferior frontal gyrus,
UBERON:0002625,median preoptic nucleus,FMA:62323,Median preoptic nucleus,
UBERON:0002626,head of caudate nucleus,FMA:61852,Head of caudate nucleus,
UBERON:0002627,capsule of medial geniculate body,FMA:62049,Capsule of medial geniculate body,
UBERON:0002628,tail of caudate nucleus,FMA:61854,Tail of caudate nucleus,
UBERON:0002629,triangular part of inferior frontal gyrus,FMA:61980,Triangular part of inferior frontal gyrus,
UBERON:0002630,body of caudate nucleus,FMA:61853,Body of caudate nucleus,
UBERON:0002631,cerebral crus,FMA:72464,Cerebral crus,
UBERON:0002632,medial part of medial mammillary nucleus,FMA:62345,Medial part of medial mammillary nucleus,
UBERON:0002633,motor nucleus of trigeminal nerve,FMA:54562,Trigeminal motor nucleus,
UBERON:0002634,anterior nucleus of hypothalamus,FMA:62319,Anterior nucleus of hypothalamus,
UBERON:0002636,lateral pulvinar nucleus,FMA:62181,Lateral pulvinar nucleus,
UBERON:0002637,ventral anterior nucleus of thalamus,FMA:62184,Ventral anterior nucleus,
UBERON:0002638,medial pulvinar nucleus,FMA:62182,Medial pulvinar nucleus,
UBERON:0002639,midbrain reticular formation,FMA:62406,Midbrain reticular formation,
UBERON:0002640,cuneocerebellar tract,FMA:72637,Cuneocerebellar tract,
UBERON:0002641,oral pulvinar nucleus,FMA:62180,Oral pulvinar nucleus,
UBERON:0002642,cuneate fasciculus of medulla,FMA:72623,Cuneate fasciculus of medulla,
UBERON:0002643,decussation of medial lemniscus,FMA:72622,Decussation of medial lemniscus,
UBERON:0002644,intermediate orbital gyrus,FMA:80183,Intermediate orbital gyrus,
UBERON:0002645,densocellular part of medial dorsal nucleus,FMA:62163,Densocellular part of medial dorsal nucleus,
UBERON:0002646,dorsal longitudinal fasciculus of medulla,FMA:72617,Dorsal longitudinal fasciculus of medulla,
UBERON:0002647,magnocellular part of medial dorsal nucleus,FMA:62161,Magnocellular part of medial dorsal nucleus,
UBERON:0002648,anterior median eminence,FMA:74870,Anterior median eminence,
UBERON:0002649,dorsolateral fasciculus of medulla,FMA:72616,Dorsolateral fasciculus,
UBERON:0002650,paralaminar part of medial dorsal nucleus,FMA:62160,Paralaminar part of medial dorsal nucleus,
UBERON:0002651,anterior horn of lateral ventricle,FMA:74520,Frontal horn of lateral ventricle,
UBERON:0002652,posterior median eminence,FMA:74875,Posterior median eminence,
UBERON:0002653,gracile fasciculus of medulla,FMA:72624,Gracile fasciculus of medulla,
UBERON:0002654,parvicellular part of medial dorsal nucleus,FMA:62162,Parvicellular part of medial dorsal nucleus,
UBERON:0002655,body of lateral ventricle,FMA:83703,Body of lateral ventricle,
UBERON:0002656,periamygdaloid area,FMA:62485,Periamygdaloid area,
UBERON:0002657,posterior parahippocampal gyrus,FMA:67966,Posterior segment of parahippocampal gyrus,
UBERON:0002658,medial lemniscus of midbrain,FMA:72461,Medial lemniscus of midbrain,
UBERON:0002659,superior medullary velum,FMA:74508,Superior medullary velum,
UBERON:0002660,medial longitudinal fasciculus of midbrain,FMA:72454,Medial longitudinal fasciculus of midbrain,
UBERON:0002661,superior frontal gyrus,FMA:61857,Superior frontal gyrus,
UBERON:0002662,medial pes lemniscus,FMA:72460,Medial pes lemniscus,
UBERON:0002663,septal nuclear complex,FMA:61845,Septal nuclear complex,
UBERON:0002664,lateral part of medial mammillary nucleus,FMA:62346,Lateral part of medial mammillary nucleus,
UBERON:0002665,supracallosal gyrus,FMA:61920,Supracallosal gyrus,
UBERON:0002666,mesencephalic tract of trigeminal nerve,FMA:72489,Mesencephalic tract of trigeminal nerve,
UBERON:0002667,lateral septal nucleus,FMA:61878,Lateral septal nucleus,
UBERON:0002668,oculomotor nerve root,FMA:72457,Central part of oculomotor nerve,
UBERON:0002669,anterior horizontal limb of lateral sulcus,FMA:83760,Anterior horizontal limb of lateral sulcus,
UBERON:0002670,anterior ascending limb of lateral sulcus,FMA:83759,Anterior ascending limb of lateral sulcus,
UBERON:0002671,pallidotegmental fasciculus,FMA:72458,Pallidotegmental fasciculus,
UBERON:0002672,anterior subcentral sulcus,FMA:83765,Anterior subcentral sulcus,
UBERON:0002673,vestibular nuclear complex,FMA:72239,Vestibular nuclear complex,
UBERON:0002675,diagonal sulcus,FMA:83758,Diagonal sulcus,
UBERON:0002676,ventral supraoptic decussation,FMA:62052,Ventral supraoptic decussation,
UBERON:0002679,anterodorsal nucleus of thalamus,FMA:62141,Anterodorsal nucleus,
UBERON:0002681,anteromedial nucleus of thalamus,FMA:62142,Anteromedial nucleus,
UBERON:0002682,abducens nucleus,FMA:54504,Abducens nucleus,
UBERON:0002683,rhinal sulcus,FMA:83746,Rhinal sulcus,
UBERON:0002684,nucleus raphe obscurus,FMA:72585,Nucleus raphe obscurus,
UBERON:0002685,anteroventral nucleus of thalamus,FMA:62143,Anteroventral nucleus,
UBERON:0002686,angular gyrus,FMA:61898,Angular gyrus,
UBERON:0002687,area X of ventral lateral nucleus,FMA:62198,Area X,
UBERON:0002688,supramarginal gyrus,FMA:61897,Supramarginal gyrus,
UBERON:0002689,supraoptic crest,FMA:62315,Supraoptic crest,
UBERON:0002690,anteroventral periventricular nucleus,FMA:62314,Anteroventral periventricular nucleus,
UBERON:0002691,ventral tegmental area,FMA:72438,Ventral tegmental area,
UBERON:0002692,medullary raphe nuclear complex,FMA:68874,Medullary raphe nuclear complex,
UBERON:0002693,occipitotemporal sulcus,FMA:74518,Occipitotemporal sulcus,
UBERON:0002694,anterior hypothalamic commissure,FMA:62053,Anterior hypothalamic commissure,
UBERON:0002695,parieto-occipital sulcus,FMA:83754,Parieto-occipital sulcus,
UBERON:0002696,cuneiform nucleus,FMA:72427,Cuneiform nucleus,
UBERON:0002696,cuneiform nucleus,FMA:231327,Cunieform nucleus,
UBERON:0002697,dorsal supraoptic decussation,FMA:62051,Dorsal supraoptic decussation,
UBERON:0002698,preoccipital notch,FMA:83739,Preoccipital notch,
UBERON:0002699,supraopticohypophysial tract,FMA:62054,Supraopticohypophysial tract,
UBERON:0002700,subcuneiform nucleus,FMA:72428,Subcuneiform nucleus,
UBERON:0002701,anterior median oculomotor nucleus,FMA:54524,Anterior medial nucleus of oculomotor nerve,
UBERON:0002701,anterior median oculomotor nucleus,FMA:72423,Anterior median oculomotor nucleus,
UBERON:0002702,middle frontal gyrus,FMA:61859,Middle frontal gyrus,
UBERON:0002703,precentral gyrus,FMA:61894,Precentral gyrus,
UBERON:0002704,metathalamus,FMA:62023,Metathalamus,
UBERON:0002705,midline nuclear group,FMA:62020,Midline nuclear group of thalamus,
UBERON:0002706,posterior nucleus of hypothalamus,FMA:62350,Posterior nucleus of hypothalamus,
UBERON:0002707,corticospinal tract,FMA:72634,Pyramidal tract,
UBERON:0002708,posterior periventricular nucleus,FMA:62349,Posterior periventricular nucleus of hypothalamus,
UBERON:0002709,posterior nuclear complex of thalamus,FMA:62024,Posterior nuclear group of thalamus,
UBERON:0002710,cingulate sulcus,FMA:83748,Cingulate sulcus,
UBERON:0002711,nucleus of posterior commissure,FMA:68463,Nucleus of posterior commissure,
UBERON:0002712,premammillary nucleus,FMA:62348,Premammillary nucleus,
UBERON:0002713,circular sulcus of insula,FMA:83753,Circular sulcus of insula,
UBERON:0002714,rubrospinal tract,FMA:72640,Rubrospinal tract,
UBERON:0002715,spinal trigeminal tract of medulla,FMA:72625,Spinal trigeminal tract of medulla,
UBERON:0002716,collateral sulcus,FMA:83751,Collateral sulcus,
UBERON:0002717,rostral interstitial nucleus of medial longitudinal fasciculus,FMA:72433,Rostral interstitial nucleus of medial longitudinal fasciculus,
UBERON:0002718,solitary tract,FMA:72619,Solitary tract,
UBERON:0002719,spino-olivary tract,FMA:72643,Spino-olivary tract,
UBERON:0002720,mammillary peduncle,FMA:62061,Mammillary peduncle,
UBERON:0002721,lateral sulcus,FMA:77801,Lateral sulcus,
UBERON:0002722,trochlear nucleus,FMA:54518,Trochlear nucleus,
UBERON:0002723,mammillary princeps fasciculus,FMA:62057,Mammillary princeps fasciculus,
UBERON:0002724,limen of insula,FMA:75266,Limen of insula,
UBERON:0002726,cervical spinal cord,FMA:71166,Cervical segment of spinal cord,
UBERON:0002727,medial medullary lamina of globus pallidus,FMA:62470,Medial medullary lamina of globus pallidus,
UBERON:0002728,entorhinal cortex,FMA:72356,Entorhinal area,
UBERON:0002729,claustral amygdaloid area,FMA:61869,Claustral amygdaloid area,
UBERON:0002731,vestibulocochlear nerve root,FMA:72499,Vestibulocochlear nerve tract,
UBERON:0002732,longitudinal pontine fibers,FMA:72513,Longitudinal pontine tract,
UBERON:0002733,intralaminar nuclear group,FMA:62021,Intralaminar nuclear group of thalamus,
UBERON:0002734,superior temporal sulcus,FMA:83783,Superior temporal sulcus,
UBERON:0002735,transverse pontine fibers,FMA:72514,Transverse pontine tract,
UBERON:0002736,lateral nuclear group of thalamus,FMA:62174,Lateral nuclear group of thalamus,
UBERON:0002737,lateral inferior limiting sulcus,FMA:74523,Lateral inferior limiting sulcus,
UBERON:0002738,isthmus of cingulate gyrus,FMA:62502,Isthmus of cingulate gyrus,
UBERON:0002739,medial dorsal nucleus of thalamus,FMA:62156,Medial nuclear group of thalamus,
UBERON:0002740,posterior cingulate gyrus,FMA:61924,Posterior cingulate gyrus,
UBERON:0002741,diagonal band of Broca,FMA:61973,Diagonal band,
UBERON:0002742,lamina of septum pellucidum,FMA:62472,Lamina of septum pellucidum,
UBERON:0002743,basal forebrain,FMA:77700,Basal forebrain,
UBERON:0002744,hilum of dentate nucleus,FMA:72548,Hilum of dentate nucleus,
UBERON:0002745,ventral amygdalofugal projection,FMA:61977,Ventral amygdalofugal projection,
UBERON:0002746,intermediate periventricular nucleus,FMA:62328,Intermediate periventricular nucleus,
UBERON:0002747,neodentate part of dentate nucleus,FMA:72539,Neodentate part of dentate nucleus,
UBERON:0002748,medial lemniscus of medulla,FMA:72621,Medial lemniscus of medulla,
UBERON:0002749,regional part of cerebellar cortex,FMA:76924,Segment of cerebellar cortex,
UBERON:0002750,medial longitudinal fasciculus of medulla,FMA:72618,Medial longitudinal fasciculus of medulla,
UBERON:0002751,inferior temporal gyrus,FMA:61907,Inferior temporal gyrus,
UBERON:0002752,olivocerebellar tract,FMA:72638,Olivocerebellar tract,
UBERON:0002753,posterior spinocerebellar tract,FMA:72641,Posterior spinocerebellar tract,
UBERON:0002754,predorsal bundle,FMA:72614,Predorsal bundle,
UBERON:0002755,pyramidal decussation,FMA:72633,Pyramidal decussation,
UBERON:0002756,anterior cingulate gyrus,FMA:61916,Anterior cingulate gyrus,
UBERON:0002758,dorsal nucleus of medial geniculate body,FMA:62216,Dorsal nucleus of medial geniculate body,
UBERON:0002759,magnocellular nucleus of medial geniculate body,FMA:62218,Magnocellular nucleus of medial geniculate body,
UBERON:0002760,ventral corticospinal tract,FMA:72636,Anterior corticospinal tract of spinal cord,
UBERON:0002761,inferior frontal sulcus,FMA:83757,Inferior frontal sulcus,
UBERON:0002762,internal medullary lamina of thalamus,FMA:62079,Internal medullary lamina,
UBERON:0002763,accessory medullary lamina of globus pallidus,FMA:62471,Accessory medullary lamina of globus pallidus,
UBERON:0002764,inferior precentral sulcus,FMA:83764,Inferior precentral sulcus,
UBERON:0002765,lateral medullary lamina of globus pallidus,FMA:62469,Lateral medullary lamina of globus pallidus,
UBERON:0002766,fusiform gyrus,FMA:61908,Fusiform gyrus,
UBERON:0002767,inferior rostral sulcus,FMA:83767,Inferior rostral sulcus,
UBERON:0002768,vestibulospinal tract,FMA:72646,Vestibulospinal tract,
UBERON:0002769,superior temporal gyrus,FMA:61905,Superior temporal gyrus,
UBERON:0002770,posterior hypothalamic region,FMA:62029,Posterior hypothalamic region,
UBERON:0002771,middle temporal gyrus,FMA:61906,Middle temporal gyrus,
UBERON:0002772,olfactory sulcus,FMA:83769,Olfactory sulcus,
UBERON:0002773,anterior transverse temporal gyrus,FMA:61909,Anterior transverse temporal gyrus,
UBERON:0002773,anterior transverse temporal gyrus,FMA:71029,Heschl's gyru,
UBERON:0002774,posterior transverse temporal gyrus,FMA:61910,Posterior transverse temporal gyrus,
UBERON:0002775,olivocochlear bundle,FMA:72485,Olivocochlear bundle,
UBERON:0002776,ventral nuclear group,FMA:62022,Ventral nuclear group of thalamus,
UBERON:0002778,ventral pallidum,FMA:77613,Ventral pallidum,
UBERON:0002779,lateral superior olivary nucleus,FMA:72472,Lateral superior olivary nucleus,
UBERON:0002781,caudal part of ventral posterolateral nucleus of thalamus,FMA:62206,Caudal part of ventral posterolateral nucleus,
UBERON:0002782,medial superior olivary nucleus,FMA:72473,Medial superior olivary nucleus,
UBERON:0002782,medial superior olivary nucleus,FMA:226223,Superior paraolivary nucleus,
UBERON:0002783,central tegmental tract of pons,FMA:72494,Central tegmental tract of pons,
UBERON:0002786,root of abducens nerve,FMA:72491,Abducens nerve tract,
UBERON:0002787,decussation of trochlear nerve,FMA:72488,Decussation of trochlear nerve,
UBERON:0002788,anterior nuclear group,FMA:62019,Anterior nuclear group of thalamus,
UBERON:0002790,dorsal acoustic stria,FMA:72496,Dorsal acoustic stria,
UBERON:0002792,lumbar spinal cord,FMA:71168,Lumbar segment of spinal cord,
UBERON:0002793,dorsal longitudinal fasciculus of pons,FMA:72492,Dorsal longitudinal fasciculus of pons,
UBERON:0002794,medial longitudinal fasciculus of pons,FMA:72493,Medial longitudinal fasciculus of pons,
UBERON:0002795,frontal pole,FMA:74885,Frontal pole,
UBERON:0002796,motor root of trigeminal nerve,FMA:52612,Motor root of trigeminal nerve,
UBERON:0002797,dorsal trigeminal tract,FMA:72500,Dorsal trigeminal tract,
UBERON:0002798,spinothalamic tract of pons,FMA:72504,Spinothalamic tract of pons,
UBERON:0002799,fronto-orbital sulcus,FMA:83768,Fronto-orbital sulcus,
UBERON:0002800,spinal trigeminal tract of pons,FMA:72507,Spinal trigeminal tract of pons,
UBERON:0002801,stratum zonale of thalamus,FMA:83905,Stratum zonale of thalamus,
UBERON:0002802,left parietal lobe,FMA:72974,Left parietal lobe,
UBERON:0002803,right parietal lobe,FMA:72973,Right parietal lobe,
UBERON:0002804,left limbic lobe,FMA:72981,Left limbic lobe,
UBERON:0002805,right limbic lobe,FMA:72980,Right limbic lobe,
UBERON:0002806,left occipital lobe,FMA:72976,Left occipital lobe,
UBERON:0002807,right occipital lobe,FMA:72975,Right occipital lobe,
UBERON:0002808,left temporal lobe,FMA:72972,Left temporal lobe,
UBERON:0002809,right temporal lobe,FMA:72971,Right temporal lobe,
UBERON:0002810,right frontal lobe,FMA:72969,Right frontal lobe,
UBERON:0002811,left frontal lobe,FMA:72970,Left frontal lobe,
UBERON:0002812,left cerebral hemisphere,FMA:61819,Left cerebral hemisphere,
UBERON:0002813,right cerebral hemisphere,FMA:67292,Right cerebral hemisphere,
UBERON:0002814,posterior superior fissure of cerebellum,FMA:83733,Posterior superior fissure of cerebellum,
UBERON:0002815,horizontal fissure of cerebellum,FMA:75135,Horizontal fissure of cerebellum,
UBERON:0002816,prepyramidal fissure of cerebellum,FMA:75138,Prepyramidal fissure of cerebellum,
UBERON:0002817,secondary fissure of cerebellum,FMA:84043,Secondary fissure of cerebellum,
UBERON:0002818,posterolateral fissure of cerebellum,FMA:83730,Posterolateral fissure of cerebellum,
UBERON:0002819,apex of cochlea,FMA:75641,Apex of cochlea,
UBERON:0002820,zona arcuata of basilar membrane of cochlea,FMA:75709,Zona arcuata of basilar membrane of cochlea,
UBERON:0002822,macula lutea proper,FMA:58671,Macula lutea proper,
UBERON:0002823,clivus of fovea centralis,FMA:58674,Clivus of fovea centralis,
UBERON:0002824,vestibular ganglion,FMA:53435,Vestibular ganglion,
UBERON:0002825,superior part of vestibular ganglion,FMA:77531,Superior part of vestibular ganglion,
UBERON:0002826,inferior part of vestibular ganglion,FMA:77532,Inferior part of vestibular ganglion,
UBERON:0002828,ventral cochlear nucleus,FMA:54621,Anterior cochlear nucleus,
UBERON:0002829,dorsal cochlear nucleus,FMA:54624,Posterior cochlear nucleus,
UBERON:0002830,anteroventral cochlear nucleus,FMA:72571,Anteroventral cochlear nucleus,
UBERON:0002831,posteroventral cochlear nucleus,FMA:72572,Posteroventral cochlear nucleus,
UBERON:0002832,ventral nucleus of trapezoid body,FMA:72477,Ventral nucleus of trapezoid body,
UBERON:0002833,medial nucleus of trapezoid body,FMA:75732,Medial nucleus of trapezoid body,
UBERON:0002834,cervical dorsal root ganglion,FMA:6005,Cervical spinal ganglion,
UBERON:0002835,thoracic dorsal root ganglion,FMA:6006,Thoracic spinal ganglion,
UBERON:0002836,lumbar dorsal root ganglion,FMA:6007,Lumbar spinal ganglion,
UBERON:0002837,sacral dorsal root ganglion,FMA:6008,Sacral spinal ganglion,
UBERON:0002838,first cervical dorsal root ganglion,FMA:6010,First cervical spinal ganglion,
UBERON:0002839,second cervical dorsal root ganglion,FMA:6315,Second cervical spinal ganglion,
UBERON:0002840,third cervical dorsal root ganglion,FMA:6316,Third cervical spinal ganglion,
UBERON:0002841,fourth cervical dorsal root ganglion,FMA:6317,Fourth cervical spinal ganglion,
UBERON:0002842,fifth cervical dorsal root ganglion,FMA:6318,Fifth cervical spinal ganglion,
UBERON:0002843,seventh cervical dorsal root ganglion,FMA:6360,Seventh cervical spinal ganglion,
UBERON:0002844,eighth cervical dorsal root ganglion,FMA:6361,Eighth cervical spinal ganglion,
UBERON:0002845,first thoracic dorsal root ganglion,FMA:6321,First thoracic spinal ganglion,
UBERON:0002846,second thoracic dorsal root ganglion,FMA:6322,Second thoracic spinal ganglion,
UBERON:0002847,third thoracic dorsal root ganglion,FMA:6323,Third thoracic spinal ganglion,
UBERON:0002848,fifth thoracic dorsal root ganglion,FMA:6325,Fifth thoracic spinal ganglion,
UBERON:0002849,sixth thoracic dorsal root ganglion,FMA:6326,Sixth thoracic spinal ganglion,
UBERON:0002850,seventh thoracic dorsal root ganglion,FMA:6327,Seventh thoracic spinal ganglion,
UBERON:0002851,eighth thoracic dorsal root ganglion,FMA:6328,Eighth thoracic spinal ganglion,
UBERON:0002852,ninth thoracic dorsal root ganglion,FMA:6329,Ninth thoracic spinal ganglion,
UBERON:0002853,tenth thoracic dorsal root ganglion,FMA:6330,Tenth thoracic spinal ganglion,
UBERON:0002854,eleventh thoracic dorsal root ganglion,FMA:6331,Eleventh thoracic spinal ganglion,
UBERON:0002855,twelfth thoracic dorsal root ganglion,FMA:6332,Twelfth thoracic spinal ganglion,
UBERON:0002856,second lumbar dorsal root ganglion,FMA:6336,Second lumbar spinal ganglion,
UBERON:0002857,first lumbar dorsal root ganglion,FMA:6335,First lumbar spinal ganglion,
UBERON:0002858,third lumbar dorsal root ganglion,FMA:6337,Third lumbar spinal ganglion,
UBERON:0002859,fifth lumbar dorsal root ganglion,FMA:6339,Fifth lumbar spinal ganglion,
UBERON:0002860,first sacral dorsal root ganglion,FMA:6342,First sacral spinal ganglion,
UBERON:0002861,second sacral dorsal root ganglion,FMA:6343,Second sacral spinal ganglion,
UBERON:0002862,third sacral dorsal root ganglion,FMA:6344,Third sacral spinal ganglion,
UBERON:0002863,fifth sacral dorsal root ganglion,FMA:6346,Fifth sacral spinal ganglion,
UBERON:0002864,accessory cuneate nucleus,FMA:72603,Accessory cuneate nucleus,
UBERON:0002865,arcuate nucleus of medulla,FMA:72609,Arcuate nucleus of medulla,
UBERON:0002866,caudal part of spinal trigeminal nucleus,FMA:72606,Caudal part of spinal trigeminal nucleus,
UBERON:0002867,central gray substance of medulla,FMA:72595,Central gray substance of medulla,
UBERON:0002868,commissural nucleus of vagus nerve,FMA:54597,Commissural nucleus of vagus nerve,
UBERON:0002869,diffuse reticular nucleus,FMA:72598,Diffuse reticular nucleus,
UBERON:0002869,diffuse reticular nucleus,FMA:77220,Subparabrachial nucleus,
UBERON:0002870,dorsal motor nucleus of vagus nerve,FMA:54592,Dorsal motor nucleus of vagus nerve,
UBERON:0002871,hypoglossal nucleus,FMA:54505,Hypoglossal nerve nucleus,
UBERON:0002872,inferior salivatory nucleus,FMA:72601,Inferior salivatory nucleus,
UBERON:0002873,interpolar part of spinal trigeminal nucleus,FMA:235324,Interpolar part of spinal trigeminal nucleus,
UBERON:0002874,lateral pericuneate nucleus,FMA:72604,Lateral pericuneate nucleus,
UBERON:0002875,medial pericuneate nucleus,FMA:72605,Medial pericuneate nucleus,
UBERON:0002876,nucleus intercalatus,FMA:72597,Intercalated nucleus of medulla oblongata,
UBERON:0002877,parasolitary nucleus,FMA:77091,Parasolitary nucleus,
UBERON:0002879,peritrigeminal nucleus,FMA:72600,Peritrigeminal nucleus,
UBERON:0002880,pontobulbar nucleus,FMA:72608,Pontobulbar nucleus,
UBERON:0002881,sublingual nucleus,FMA:68574,Sublingual nucleus,
UBERON:0002882,supraspinal nucleus,FMA:74507,Supraspinal nucleus,
UBERON:0002883,central amygdaloid nucleus,FMA:74047,Central amygdaloid nucleus,
UBERON:0002884,intercalated amygdaloid nuclei,FMA:61868,Intercalated amygdaloid nucleus,
UBERON:0002885,accessory basal amygdaloid nucleus,FMA:61867,Accessory basal amygdaloid nucleus,
UBERON:0002886,lateral amygdaloid nucleus,FMA:61866,Lateral amygdaloid nucleus,
UBERON:0002887,basal amygdaloid nucleus,FMA:68855,Basal amygdaloid nucleus,
UBERON:0002888,lateral part of basal amygdaloid nucleus,FMA:68857,Lateral part of basal amygdaloid nucleus,
UBERON:0002889,medial part of basal amygdaloid nucleus,FMA:68858,Medial part of basal amygdaloid nucleus,
UBERON:0002890,anterior amygdaloid area,FMA:61861,Anterior amygdaloid area,
UBERON:0002891,cortical amygdaloid nucleus,FMA:61862,Cortical amygdaloid nucleus,
UBERON:0002892,medial amygdaloid nucleus,FMA:74046,Medial amygdaloid nucleus,
UBERON:0002893,nucleus of lateral olfactory tract,FMA:61865,Nucleus of lateral olfactory tract,
UBERON:0002894,olfactory cortex,FMA:276600,Olfactory cortex,
UBERON:0002896,telodiencephalic fissure,FMA:83726,Telodiencephalic fissure,
UBERON:0002897,cistern of lamina terminalis,FMA:74516,Cistern of lamina terminalis,
