MONDO ID,MONDO Label,DOID,DO Label
MONDO:0001833,lacrimal duct obstruction,DOID:13929,lacrimal duct obstruction
MONDO:0001834,visual pathway disease,DOID:1393,visual pathway disease
MONDO:0001835,facial paralysis,DOID:13934,facial paralysis
MONDO:0001836,amenorrhea (disease),DOID:13938,amenorrhea
MONDO:0001837,acute gonococcal salpingitis,DOID:13942,acute gonococcal salpingitis
MONDO:0001838,acute gonococcal prostatitis,DOID:13943,acute gonococcal prostatitis
MONDO:0001841,uterine corpus epithelioid leiomyoma,DOID:13951,uterine corpus epithelioid leiomyoma
MONDO:0001842,uterine corpus dissecting leiomyoma,DOID:13953,uterine corpus dissecting leiomyoma
MONDO:0001843,uterus interstitial leiomyoma,DOID:13955,uterus interstitial leiomyoma
MONDO:0001844,uterine corpus myxoid leiomyoma,DOID:13956,uterine corpus myxoid leiomyoma
MONDO:0001845,uterine corpus lipoleiomyoma,DOID:13957,uterine corpus lipoleiomyoma
MONDO:0001846,uterine corpus bizarre leiomyoma,DOID:13958,uterine corpus bizarre leiomyoma
MONDO:0001847,nuclear senile cataract,DOID:13963,nuclear senile cataract
MONDO:0001848,Morgagni cataract,DOID:13964,Morgagni cataract
MONDO:0001849,chronic orbital inflammation,DOID:1397,chronic orbital inflammation
MONDO:0001850,female breast lower-outer quadrant cancer,DOID:13972,female breast lower-outer quadrant cancer
MONDO:0001851,primary lacrimal atrophy,DOID:1399,primary lacrimal atrophy
MONDO:0001852,small intestine lymphoma,DOID:13996,small intestine lymphoma
MONDO:0001853,contact blepharoconjunctivitis,DOID:13999,contact blepharoconjunctivitis
MONDO:0001854,lacrimal apparatus disease,DOID:1400,lacrimal apparatus disease
MONDO:0001855,rubeosis iridis,DOID:14000,rubeosis iridis
MONDO:0001856,splenic artery aneurysm,DOID:14006,splenic artery aneurysm
MONDO:0001857,Brucella canis brucellosis,DOID:14019,Brucella canis brucellosis
MONDO:0001858,Tietze syndrome,DOID:14021,Tietze's syndrome
MONDO:0001859,algoneurodystrophy,DOID:14022,algoneurodystrophy
MONDO:0001860,folic acid deficiency anemia,DOID:14026,folic acid deficiency anemia
MONDO:0001861,malignant parietal pleura tumor,DOID:14032,malignant parietal pleura tumor
MONDO:0001862,malignant visceral pleura tumor,DOID:14033,malignant visceral pleura tumor
MONDO:0001863,aorta atresia,DOID:14037,aorta atresia
MONDO:0001864,residual stage angle-closure glaucoma,DOID:1404,residual stage angle-closure glaucoma
MONDO:0001865,autoimmune polyendocrinopathy syndrome,DOID:14040,autoimmune polyendocrine syndrome
MONDO:0001866,bipolar i disorder,DOID:14042,bipolar I disorder
MONDO:0001867,phaeohyphomycosis,DOID:14049,phaeohyphomycosis
MONDO:0001868,primary angle-closure glaucoma,DOID:1405,primary angle-closure glaucoma
MONDO:0001869,paraurethral gland cancer,DOID:14059,paraurethral gland cancer
MONDO:0001870,acute poststreptococcal glomerulonephritis,DOID:14064,acute poststreptococcal glomerulonephritis
MONDO:0001871,acute diffuse glomerulonephritis,DOID:14066,acute diffuse nephritis
MONDO:0001872,vestibular nystagmus (disease),DOID:14070,vestibular nystagmus
MONDO:0001873,geniculate ganglionitis,DOID:14075,geniculate ganglionitis
MONDO:0001874,toxic labyrinthitis,DOID:14081,toxic labyrinthitis
MONDO:0001875,epicondylitis,DOID:14087,epicondylitis
MONDO:0001876,renal artery atheroma,DOID:14092,renal artery atheroma
MONDO:0001877,infertility due to extratesticular cause,DOID:14096,infertility due to extratesticular cause
MONDO:0001878,acquired gastric outlet stenosis,DOID:14099,acquired gastric outlet stenosis
MONDO:0001879,anus cancer,DOID:14110,anus cancer
MONDO:0001880,median rhomboid glossitis,DOID:14111,median rhomboid glossitis
MONDO:0001881,toxic shock syndrome,DOID:14115,toxic shock syndrome
MONDO:0001882,bacteriuria (disease),DOID:1412,bacteriuria
MONDO:0001883,blue toe syndrome,DOID:14121,blue toe syndrome
MONDO:0001884,abducens nerve neoplasm,DOID:14125,abducens nerve neoplasm
MONDO:0001885,lateral cystocele,DOID:14130,lateral cystocele
MONDO:0001886,midline cystocele,DOID:14131,midline cystocele
MONDO:0001887,Masters-Allen syndrome,DOID:14133,Masters-Allen syndrome
MONDO:0001888,anus lymphoma,DOID:14139,anus lymphoma
MONDO:0001889,ovarian dysfunction,DOID:1414,ovarian dysfunction
MONDO:0001890,pulp erosion,DOID:14140,pulp erosion
MONDO:0001892,spinal cord lymphoma,DOID:14150,spinal cord lymphoma
MONDO:0001893,spinal cord melanoma,DOID:14151,spinal cord melanoma
MONDO:0001894,spinal cord sarcoma,DOID:14152,spinal cord sarcoma
MONDO:0001895,acute retrobulbar neuritis,DOID:14155,acute retrobulbar neuritis
MONDO:0001896,obstructive hydrocephalus,DOID:14159,obstructive hydrocephalus
MONDO:0001897,bilateral hyperactive labyrinth,DOID:14165,bilateral hyperactive labyrinth
MONDO:0001898,choroid disease,DOID:1417,choroid disease
MONDO:0001899,rheumatic congestive heart failure,DOID:14172,rheumatic congestive heart failure
MONDO:0001901,selective IgG deficiency disease,DOID:14176,selective IgG deficiency disease
MONDO:0001902,congenital hypogammaglobulinemia,DOID:14177,congenital hypogammaglobulinemia
MONDO:0001903,calcific tendinitis,DOID:14181,calcific tendinitis
MONDO:0001904,polyneuropathy due to drug,DOID:14184,polyneuropathy due to drug
MONDO:0001905,bicipital tenosynovitis,DOID:14192,bicipital tenosynovitis
MONDO:0001906,posterior dislocation of lens,DOID:14199,posterior dislocation of lens
MONDO:0001907,adult dermatomyositis,DOID:14202,adult dermatomyositis
MONDO:0001909,renal tubular acidosis,DOID:14219,renal tubular acidosis
MONDO:0001910,ochronosis (disease),DOID:14223,ochronosis
MONDO:0001911,tracheal calcification,DOID:14224,tracheal calcification
MONDO:0001912,acute frontal sinusitis,DOID:14225,acute frontal sinusitis
MONDO:0001913,oligospermia,DOID:14228,oligospermia
MONDO:0001914,scleromalacia perforans,DOID:14230,scleromalacia perforans
MONDO:0001915,orbital cyst (disease),DOID:14233,orbital cyst
MONDO:0001916,gastrointestinal tularemia,DOID:14239,gastrointestinal tularemia
MONDO:0001917,chronic perichondritis of pinna,DOID:14243,chronic perichondritis of pinna
MONDO:0001918,epiphora due to excess lacrimation,DOID:14244,epiphora due to excess lacrimation
MONDO:0001919,cystoid macular retinal degeneration,DOID:14245,cystoid macular retinal degeneration
MONDO:0001920,chronic purulent otitis media,DOID:14247,chronic purulent otitis media
MONDO:0001921,chronic atticoantral disease,DOID:14248,chronic atticoantral disease
MONDO:0001922,pyoureter,DOID:1425,pyoureter
MONDO:0001923,vitreoretinal dystrophy,DOID:14251,vitreoretinal dystrophy
MONDO:0001924,dystrophies primarily involving the retinal pigment epithelium,DOID:14252,dystrophies primarily involving the retinal pigment epithelium
MONDO:0001925,retinal dystrophy in systemic or cerebroretinal lipidoses,DOID:14253,retinal dystrophy in systemic or cerebroretinal lipidoses
MONDO:0001926,ureteral disease,DOID:1426,ureteral disease
MONDO:0001927,pulmonary valve insufficiency,DOID:14265,pulmonary valve insufficiency
MONDO:0001928,suppurative cholangitis,DOID:14269,suppurative cholangitis
MONDO:0001929,ascending cholangitis,DOID:14270,ascending cholangitis
MONDO:0001930,acute cholangitis,DOID:14271,acute cholangitis
MONDO:0001931,pericholangitis,DOID:14272,pericholangitis
MONDO:0001932,atrophic vulva,DOID:14275,atrophic vulva
MONDO:0001933,endocrine pancreas disease,DOID:1428,endocrine pancreas disease
MONDO:0001935,neurogenic arthropathy,DOID:14286,neurogenic arthropathy
MONDO:0001936,brawny scleritis,DOID:14287,brawny scleritis
MONDO:0001938,vulvar dystrophy,DOID:14292,vulvar dystrophy
MONDO:0001939,skin epithelioid hemangioma,DOID:14308,skin epithelioid hemangioma
MONDO:0001940,pleuropneumonia,DOID:14319,pleuropneumonia
MONDO:0001941,blindness (disorder),DOID:1432,blindness
MONDO:0001942,generalized anxiety disorder,DOID:14320,generalized anxiety disorder
MONDO:0001943,Plasmodium malariae malaria,DOID:14324,Plasmodium malariae malaria
MONDO:0001944,mixed malaria,DOID:14325,mixed malaria
MONDO:0001945,postencephalitic Parkinson disease,DOID:14332,postencephalitic Parkinson disease
MONDO:0001946,hyperestrogenism,DOID:14336,estrogen excess
MONDO:0001947,suppurative thyroiditis,DOID:14350,suppurative thyroiditis
MONDO:0001948,Riedel's fibrosing thyroiditis,DOID:14351,Riedel's fibrosing thyroiditis
MONDO:0001949,acute thyroiditis,DOID:14353,acute thyroiditis
MONDO:0001950,corneal ectasia,DOID:1436,corneal ectasia
MONDO:0001951,norwegian scabies,DOID:14374,norwegian scabies
MONDO:0001952,parietal lobe cancer,DOID:14384,parietal lobe neoplasm
MONDO:0001953,pyuria (disease),DOID:1439,pyuria
MONDO:0001954,thrombophlebitis migrans,DOID:14392,thrombophlebitis migrans
MONDO:0001955,protozoal dysentery,DOID:14397,protozoal dysentery
MONDO:0001956,capillary leak syndrome,DOID:14400,capillary leak syndrome
MONDO:0001957,critical illness polyneuropathy,DOID:14402,critical illness polyneuropathy
MONDO:0001959,labyrinthine bilateral reactive loss,DOID:14413,labyrinthine bilateral reactive loss
MONDO:0001962,abnormality of glucagon secretion,DOID:14427,abnormality of glucagon secretion
MONDO:0001964,chronic tubotympanic suppurative otitis media,DOID:14435,chronic tubotympanic suppurative otitis media
MONDO:0001965,sclerosing keratitis,DOID:14444,sclerosing keratitis
MONDO:0001966,chronic closed-angle glaucoma,DOID:14445,chronic closed-angle glaucoma
MONDO:0001967,gonadal dysgenesis,DOID:14447,gonadal dysgenesis
MONDO:0001969,mixed gonadal dysgenesis,DOID:14449,mixed gonadal dysgenesis
MONDO:0001971,farmer's lung disease,DOID:14453,farmer's lung
MONDO:0001972,Brucella melitensis brucellosis,DOID:14456,Brucella melitensis brucellosis
MONDO:0001973,Brucella abortus brucellosis,DOID:14457,Brucella abortus brucellosis
MONDO:0001974,hemangioma of orbit,DOID:14459,hemangioma of orbit
MONDO:0001975,cavernous hemangioma of orbit,DOID:14463,cavernous hemangioma of orbit
MONDO:0001976,chorea gravidarum,DOID:14483,chorea gravidarum
MONDO:0001977,ureteral lymphoma,DOID:14489,ureteral lymphoma
MONDO:0001978,regional ureteric cancer,DOID:14491,regional ureteric cancer
MONDO:0001979,dumping syndrome,DOID:14495,dumping syndrome
MONDO:0001982,Niemann-Pick disease,DOID:14504,Niemann-Pick disease
MONDO:0001983,peripheral degeneration of cornea,DOID:14507,peripheral degeneration of cornea
MONDO:0001984,candidal paronychia,DOID:14512,candidal paronychia
MONDO:0001985,partial arterial retinal occlusion,DOID:14522,partial arterial retinal occlusion
MONDO:0001986,Argyll Robertson pupil,DOID:14523,Argyll Robertson pupil
MONDO:0001987,senile degeneration of brain,DOID:14524,senile degeneration of brain
MONDO:0001988,external pathological resorption,DOID:14529,external pathological resorption
MONDO:0001989,atrophic glossitis,DOID:1453,atrophic glossitis
MONDO:0001990,malignant cardiac peripheral nerve sheath neoplasm,DOID:14534,malignant cardiac peripheral nerve sheath neoplasm
MONDO:0001991,malignant cardiac germ cell tumor,DOID:14535,malignant cardiac germ cell tumor
MONDO:0001992,rete testis adenocarcinoma,DOID:14544,rete testis adenocarcinoma
MONDO:0001993,seminal vesicle adenocarcinoma,DOID:14545,seminal vesicle adenocarcinoma
MONDO:0001994,sphenoidal sinus cancer,DOID:14546,sphenoidal sinus cancer
MONDO:0001995,sphenoid sinus squamous cell carcinoma,DOID:14547,sphenoid sinus squamous cell carcinoma
MONDO:0001996,steroid-induced glaucoma - borderline,DOID:14548,steroid-induced glaucoma - borderline
MONDO:0001997,root resorption,DOID:14550,root resorption
MONDO:0001998,Foster-Kennedy syndrome,DOID:14555,Foster-Kennedy syndrome
MONDO:0001999,primary pulmonary hypertension,DOID:14557,primary pulmonary hypertension
MONDO:0002000,anaerobic meningitis,DOID:14559,anaerobic meningitis
MONDO:0002002,postsurgical hypothyroidism,DOID:1458,postsurgical hypothyroidism
MONDO:0002003,papilledema,DOID:146,papilledema
MONDO:0002004,atheroembolism of kidney,DOID:1460,atheroembolism of kidney
MONDO:0002006,serous labyrinthitis,DOID:1467,serous labyrinthitis
MONDO:0002008,labyrinthitis,DOID:1468,labyrinthitis
MONDO:0002009,major depressive disorder,DOID:1470,major depressive disorder
MONDO:0002010,FG syndrome,DOID:14711,FG syndrome
MONDO:0002012,methylmalonic acidemia,DOID:14749,methylmalonic acidemia
MONDO:0002013,lymphangioma,DOID:1475,lymphangioma
MONDO:0002014,"autosomal recessive Ehlers-Danlos syndrome, vascular type",DOID:14759,autosomal recessive type IV Ehlers-Danlos syndrome
MONDO:0002016,benign familial neonatal epilepsy,DOID:14777,benign familial neonatal epilepsy
MONDO:0002017,olivopontocerebellar atrophy,DOID:14784,olivopontocerebellar atrophy
MONDO:0002021,gingival disease,DOID:1483,gingival disease
MONDO:0002022,eye and adnexa disease,DOID:1492,eye and adnexa disease
MONDO:0002025,psychiatric disorder,DOID:150,disease of mental health
MONDO:0002026,candidiasis,DOID:1508,candidiasis
MONDO:0002027,avoidant personality disorder,DOID:1509,avoidant personality disorder
MONDO:0002028,personality disorder (disease),DOID:1510,personality disorder
MONDO:0002029,chronic gonorrhea of cervix,DOID:1512,chronic gonorrhea of cervix
MONDO:0002030,chronic cervicitis,DOID:1513,chronic cervicitis
MONDO:0002031,cecal disease,DOID:1518,cecal disease
MONDO:0002032,colon carcinoma,DOID:1520,colon carcinoma
MONDO:0002033,cecum cancer,DOID:1521,cecum cancer
MONDO:0002034,cecum lymphoma,DOID:1522,cecum lymphoma
MONDO:0002035,colon lymphoma,DOID:1523,colon lymphoma
MONDO:0002036,penile disease,DOID:1529,penile disease
MONDO:0002037,pleural disease,DOID:1532,pleural disease
MONDO:0002038,head and neck carcinoma,DOID:1542,head and neck carcinoma
MONDO:0002039,cognitive disorder,DOID:1561,cognitive disorder
MONDO:0002040,dermatomycosis,DOID:1563,dermatomycosis
MONDO:0002041,fungal infectious disease,DOID:1564,fungal infectious disease
MONDO:0002042,mechanical ectropion,DOID:1569,mechanical ectropion
MONDO:0002043,ectropion (disease),DOID:1570,ectropion
MONDO:0002044,spastic ectropion,DOID:1571,spastic ectropion
MONDO:0002045,communicating hydrocephalus,DOID:1573,communicating hydrocephalus
MONDO:0002046,alcohol abuse,DOID:1574,alcohol use disorder
MONDO:0002047,pulmonary systemic sclerosis,DOID:1578,pulmonary systemic sclerosis
MONDO:0002048,thrombocytopenia due to immune destruction,DOID:1587,thrombocytopenia due to platelet alloimmunization
MONDO:0002049,thrombocytopenia,DOID:1588,thrombocytopenia
MONDO:0002050,mental depression,DOID:1596,mental depression
MONDO:0002051,integumentary system disease,DOID:16,integumentary system disease
MONDO:0002052,lymphadenitis (disease),DOID:1602,lymphadenitis
MONDO:0002053,hypoglycemic coma,DOID:1607,hypoglycemic coma
MONDO:0002055,benign eccrine breast spiradenoma,DOID:1616,benign eccrine breast spiradenoma
MONDO:0002056,breast fibroadenoma,DOID:1618,breast fibroadenoma
MONDO:0002057,breast leiomyoma,DOID:1623,breast leiomyoma
MONDO:0002058,breast adenoma,DOID:1625,breast adenoma
MONDO:0002059,breast duct papilloma,DOID:1626,breast duct papilloma
MONDO:0002060,intraductal papilloma,DOID:1627,intraductal papilloma
MONDO:0002061,intraductal papillary breast neoplasm,DOID:1628,intraductal papillary breast neoplasm
MONDO:0002062,breast myofibroblastoma,DOID:1629,breast myofibroblastoma
MONDO:0002063,breast papillomatosis,DOID:1634,breast papillomatosis
MONDO:0002064,breast angiomatosis,DOID:1637,breast angiomatosis
MONDO:0002065,benign breast adenomyoepithelioma,DOID:1641,benign breast adenomyoepithelioma
MONDO:0002066,breast adenomyoepithelioma,DOID:1642,breast adenomyoepithelioma
MONDO:0002067,female breast upper-inner quadrant cancer,DOID:1647,female breast upper-inner quadrant cancer
MONDO:0002068,female breast lower-inner quadrant cancer,DOID:1649,female breast lower-inner quadrant cancer
MONDO:0002069,female breast axillary tail cancer,DOID:1650,female breast axillary tail cancer
MONDO:0002070,ventricular septal defect (disease),DOID:1657,ventricular septal defect
MONDO:0002071,supratentorial cancer,DOID:1659,supratentorial cancer
MONDO:0002072,melanotic neuroectodermal tumor,DOID:166,melanotic neuroectodermal tumor
MONDO:0002073,malignant pineal area germ cell neoplasm,DOID:1660,malignant pineal area germ cell neoplasm
MONDO:0002074,Behcet syndrome arthropathy,DOID:1670,Behcet's syndrome arthropathy
MONDO:0002075,spontaneous tension pneumothorax,DOID:1672,spontaneous tension pneumothorax
MONDO:0002076,pneumothorax (disease),DOID:1673,pneumothorax
MONDO:0002077,low implantation of placenta,DOID:1677,low implantation of placenta
MONDO:0002078,heart septal defect,DOID:1681,heart septal defect
MONDO:0002081,musculoskeletal system disease,DOID:17,musculoskeletal system disease
MONDO:0002083,Richter syndrome,DOID:1703,Richter's syndrome
MONDO:0002084,neuroectodermal tumor,DOID:171,neuroectodermal tumor
MONDO:0002085,benign shuddering attacks,DOID:1713,benign shuddering attacks
MONDO:0002086,clear cell acanthoma,DOID:172,clear cell acanthoma
MONDO:0002087,peritoneum cancer,DOID:1725,peritoneum cancer
MONDO:0002088,partial of retinal vein occlusion,DOID:1726,partial of retinal vein occlusion
MONDO:0002089,retinal vascular occlusion,DOID:1729,retinal vascular occlusion
MONDO:0002090,eccrine sweat gland neoplasm,DOID:173,eccrine sweat gland neoplasm
MONDO:0002092,small intestine leiomyoma,DOID:1738,small intestine leiomyoma
MONDO:0002093,acanthoma (disease),DOID:174,acanthoma
MONDO:0002095,vascular cancer,DOID:175,vascular cancer
MONDO:0002096,malignant conjunctival melanoma,DOID:1751,malignant conjunctival melanoma
MONDO:0002098,facial nerve disease,DOID:1756,facial nerve disease
MONDO:0002099,american histoplasmosis,DOID:1759,American histoplasmosis
MONDO:0002100,cardiovascular cancer,DOID:176,cardiovascular cancer
MONDO:0002101,facial nerve neoplasm,DOID:1760,facial nerve neoplasm
MONDO:0002102,cheilitis,DOID:1762,cheilitis
MONDO:0002103,factitious disorder,DOID:1766,factitious disorder
MONDO:0002104,conversion disorder,DOID:1768,conversion disorder
MONDO:0002105,toxic megacolon,DOID:1770,toxic megacolon
MONDO:0002106,labyrinthine unilateral reactive loss,DOID:1776,labyrinthine unilateral reactive loss
MONDO:0002107,unilateral hyperactive labyrinth,DOID:1777,unilateral hyperactive labyrinth
MONDO:0002108,thyroid cancer,DOID:1781,thyroid cancer
MONDO:0002109,pituitary cancer,DOID:1785,pituitary cancer
MONDO:0002110,adrenal rest tumor,DOID:1786,adrenal rest tumor
MONDO:0002112,benign peritoneal mesothelioma,DOID:1789,benign peritoneal mesothelioma
MONDO:0002113,peritoneal carcinoma,DOID:1791,peritoneal carcinoma
MONDO:0002114,pancreas lymphoma,DOID:1792,pancreas lymphoma
MONDO:0002116,malignant exocrine pancreas neoplasm,DOID:1795,tumor of exocrine pancreas
MONDO:0002117,pancreas sarcoma,DOID:1796,pancreas sarcoma
MONDO:0002118,urinary system disease,DOID:18,urinary system disease
MONDO:0002119,ossifying fibroma (disease),DOID:180,ossifying fibroma
MONDO:0002120,neuroendocrine carcinoma,DOID:1800,neuroendocrine carcinoma
MONDO:0002121,mononeuritis simplex,DOID:1802,mononeuritis
MONDO:0002122,neuritis,DOID:1803,neuritis
MONDO:0002123,calcinosis,DOID:182,calcinosis
MONDO:0002124,secondary lacrimal atrophy,DOID:1822,secondary lacrimal atrophy
MONDO:0002125,status epilepticus,DOID:1824,status epilepticus
MONDO:0002127,urethral stricture (disease),DOID:1829,urethral stricture
MONDO:0002128,mononeuritis multiplex,DOID:1835,mononeuritis multiplex
MONDO:0002129,bone cancer,DOID:184,bone cancer
MONDO:0002130,upper limb mononeuronitis,DOID:1844,mononeuritis of upper limb
MONDO:0002131,jaw cancer,DOID:1862,jaw cancer
MONDO:0002132,skull cancer,DOID:1863,skull cancer
MONDO:0002133,chronic rheumatic pericarditis,DOID:1869,chronic rheumatic pericarditis
MONDO:0002134,sexual dysfunction,DOID:1876,sexual dysfunction
MONDO:0002135,optic nerve disease,DOID:1891,optic nerve disease
MONDO:0002136,eczematous dermatitis of eyelid,DOID:1893,eczematous dermatitis of eyelid
MONDO:0002137,noninfectious dermatoses of eyelid,DOID:1894,noninfectious dermatoses of eyelid
MONDO:0002138,allergic contact dermatitis of eyelid,DOID:1895,allergic contact dermatitis of eyelid
MONDO:0002139,sigmoid disease,DOID:1897,sigmoid disease
MONDO:0002140,vagina sarcoma,DOID:1901,vagina sarcoma
MONDO:0002141,cutaneous undifferentiated pleomorphic sarcoma,DOID:1906,malignant skin fibrous histiocytoma
MONDO:0002142,malignant fibroxanthoma,DOID:1907,malignant fibroxanthoma
MONDO:0002143,vaginal yolk sac tumor,DOID:1910,vaginal yolk sac tumor
MONDO:0002144,hyperuricemia (disease),DOID:1920,hyperuricemia
MONDO:0002145,sex differentiation disease,DOID:1923,sex differentiation disease
MONDO:0002146,hypogonadism,DOID:1924,hypogonadism
MONDO:0002149,reproductive organ cancer,DOID:193,reproductive organ cancer
MONDO:0002150,hypothalamic disease,DOID:1931,hypothalamic disease
MONDO:0002152,intermittent squint,DOID:1942,intermittent squint
MONDO:0002153,telogen effluvium,DOID:1943,telogen effluvium
MONDO:0002154,trichomoniasis,DOID:1947,trichomoniasis
MONDO:0002155,cholecystitis,DOID:1949,cholecystitis
MONDO:0002156,fallopian tube disease,DOID:1962,fallopian tube disease
MONDO:0002158,fallopian tube cancer,DOID:1964,fallopian tube cancer
MONDO:0002159,fallopian tube leiomyosarcoma,DOID:1965,fallopian tube leiomyosarcoma
MONDO:0002162,fallopian tube adenosarcoma,DOID:1973,fallopian tube adenosarcoma
MONDO:0002163,thymus lipoma,DOID:1975,thymus lipoma
MONDO:0002164,focal chorioretinitis,DOID:1979,focal chorioretinitis
MONDO:0002165,rectal neoplasm,DOID:1984,rectal neoplasm
MONDO:0002166,rectum lymphoma,DOID:1988,rectum lymphoma
MONDO:0002167,rectum malignant melanoma,DOID:1992,rectum malignant melanoma
MONDO:0002168,rectum sarcoma,DOID:1995,rectum sarcoma
MONDO:0002169,rectum adenocarcinoma,DOID:1996,rectum adenocarcinoma
MONDO:0002170,chronic eustachian salpingitis,DOID:1999,chronic eustachian salpingitis
MONDO:0002171,giant cell tumor,DOID:200,giant cell tumor
MONDO:0002172,otosalpingitis,DOID:2000,otosalpingitis
MONDO:0002173,neuroma,DOID:2001,neuroma
MONDO:0002174,preretinal fibrosis,DOID:2006,preretinal fibrosis
MONDO:0002175,degeneration of macula and posterior pole,DOID:2007,degeneration of macula and posterior pole
MONDO:0002176,connective tissue cancer,DOID:201,connective tissue cancer
MONDO:0002177,hyperinsulinism (disease),DOID:2018,hyperinsulinism
MONDO:0002178,placenta cancer,DOID:2021,placenta cancer
MONDO:0002181,exostosis,DOID:203,exostosis
MONDO:0002182,communication disorder,DOID:2033,communication disorder
MONDO:0002183,enthesopathy,DOID:204,enthesopathy
MONDO:0002184,drug-induced hepatitis,DOID:2044,drug-induced hepatitis
MONDO:0002185,hyperostosis,DOID:205,hyperostosis
MONDO:0002186,acute maxillary sinusitis,DOID:2050,acute maxillary sinusitis
MONDO:0002187,vulvar disease,DOID:2059,vulvar disease
MONDO:0002188,vulvar nodular hidradenoma,DOID:2060,vulvar nodular hidradenoma
MONDO:0002189,nodular hidradenoma,DOID:2061,nodular hidradenoma
MONDO:0002190,vulvar syringoma,DOID:2064,vulvar syringoma
MONDO:0002191,syringoma,DOID:2065,syringoma
MONDO:0002192,vulvar angiokeratoma,DOID:2066,vulvar angiokeratoma
MONDO:0002193,Bartholin's gland benign neoplasm,DOID:2068,Bartholin's gland benign neoplasm
MONDO:0002194,vestibular papilloma,DOID:2071,vulvar squamous papilloma
MONDO:0002195,vulvar squamous neoplasm,DOID:2072,vulvar squamous tumor
MONDO:0002196,perinatal intestinal perforation,DOID:2073,perinatal intestinal perforation
MONDO:0002197,minor vestibular glands adenoma,DOID:2075,minor vestibular glands adenoma
MONDO:0002198,vulvar glandular neoplasm,DOID:2076,vulvar glandular tumor
MONDO:0002199,benign mixed tumor of the vulva,DOID:2078,chondroid syringoma of the vulva
MONDO:0002200,eccrine mixed tumor of skin,DOID:2079,eccrine mixed tumor of skin
MONDO:0002201,vulvar trichoepithelioma,DOID:2080,vulvar trichoepithelioma
MONDO:0002202,outlet dysfunction constipation,DOID:2088,outlet dysfunction constipation
MONDO:0002203,constipation disorder,DOID:2089,constipation
MONDO:0002204,transient arthritis,DOID:2092,transient arthritis
MONDO:0002205,vulvar melanoma (disease),DOID:2093,vulvar melanoma
MONDO:0002206,sweat gland cancer,DOID:2095,sweat gland cancer
MONDO:0002207,vulval Paget disease,DOID:2097,vulval Paget's disease
MONDO:0002209,heel spur,DOID:210,heel spur
MONDO:0002210,vulva squamous cell carcinoma,DOID:2101,vulva squamous cell carcinoma
MONDO:0002211,B cell deficiency,DOID:2115,B cell deficiency
MONDO:0002212,pneumonic tularemia,DOID:2122,pneumonic tularemia
MONDO:0002214,brain germinoma,DOID:2127,brain germinoma
MONDO:0002216,brain sarcoma,DOID:2132,brain sarcoma
MONDO:0002217,central nervous system sarcoma,DOID:2133,central nervous system sarcoma
MONDO:0002218,temporal lobe cancer,DOID:2135,temporal lobe neoplasm
MONDO:0002219,paraurethral gland neoplasm,DOID:2139,paraurethral gland neoplasm
MONDO:0002220,teeth hard tissue disease,DOID:214,teeth hard tissue disease
MONDO:0002221,urethral urothelial papilloma,DOID:2140,urethral urothelial papilloma
MONDO:0002222,urethra leiomyoma,DOID:2142,urethra leiomyoma
MONDO:0002223,ovarian malignant mesothelioma,DOID:2143,ovarian malignant mesothelioma
MONDO:0002224,malignant ovarian cyst,DOID:2145,malignant ovarian cyst
MONDO:0002225,ovarian sarcoma,DOID:2146,ovary sarcoma
MONDO:0002226,tuberculous oophoritis,DOID:2148,tuberculous oophoritis
MONDO:0002227,ovarian lymphoma,DOID:2150,ovarian lymphoma
MONDO:0002229,ovarian epithelial tumor,DOID:2152,ovary epithelial cancer
MONDO:0002230,ovarian wilms tumor,DOID:2153,ovarian Wilms' cancer
MONDO:0002232,nasal cavity disease,DOID:2163,nasal cavity disease
MONDO:0002233,enamel caries,DOID:217,enamel caries
MONDO:0002234,vaginitis (disease),DOID:2170,vaginitis
MONDO:0002235,eyelid neoplasm,DOID:2173,eyelid neoplasm
MONDO:0002236,ocular cancer,DOID:2174,ocular cancer
MONDO:0002237,carbuncle,DOID:2176,carbuncle
MONDO:0002238,ascending colon cancer,DOID:218,ascending colon cancer
MONDO:0002239,post-surgical hypoinsulinemia,DOID:2181,post-surgical hypoinsulinemia
MONDO:0002240,acute perichondritis of pinna,DOID:221,acute perichondritis of pinna
MONDO:0002242,coagulation protein disease,DOID:2212,coagulation protein disease
MONDO:0002243,hemorrhagic disease,DOID:2213,hemorrhagic disease
MONDO:0002246,perichondritis of auricle,DOID:222,perichondritis of auricle
MONDO:0002249,thrombocytosis,DOID:2228,thrombocytosis
MONDO:0002250,basilar artery insufficiency,DOID:223,basilar artery insufficiency
MONDO:0002251,hepatitis,DOID:2237,hepatitis
MONDO:0002252,granulomatous hepatitis,DOID:2239,granulomatous hepatitis
MONDO:0002253,spondylosis,DOID:2247,spondylosis
MONDO:0002254,syndromic disease,DOID:225,syndrome
MONDO:0002255,hypertrophic elongation of cervix,DOID:2251,hypertrophic elongation of cervix
MONDO:0002256,cervix disease,DOID:2253,cervix disease
MONDO:0002257,ankylosis (disease),DOID:227,ankylosis
MONDO:0002258,pharyngitis,DOID:2275,pharyngitis
MONDO:0002259,gonadal disease,DOID:2277,gonadal disease
MONDO:0002260,hidradenitis,DOID:2282,hidradenitis
MONDO:0002261,keratopathy,DOID:2283,keratopathy
MONDO:0002262,capillary lymphangioma,DOID:2286,capillary lymphangioma
